Tony,0,broncos,qb,21,6900,420000
Tony,1,broncos,qb,21,6900,420000
Tony,2,broncos,qb,21,6900,420000
Tony,3,broncos,qb,21,6900,420000
Tony,4,broncos,qb,21,6900,420000
Tony,5,broncos,qb,21,6900,420000
Tony,6,broncos,qb,21,6900,420000
Tony,7,broncos,qb,21,6900,420000
Tony,8,broncos,qb,21,6900,420000
Tony,9,broncos,qb,21,6900,420000
Tony,10,broncos,qb,21,6900,420000
Tony,11,broncos,qb,21,6900,420000
Tony,12,broncos,qb,21,6900,420000
Tony,13,broncos,qb,21,6900,420000
Tony,14,broncos,qb,21,6900,420000
Tony,15,broncos,qb,21,6900,420000
Tony,16,broncos,qb,21,6900,420000
Tony,17,broncos,qb,21,6900,420000
Tony,18,broncos,qb,21,6900,420000
Tony,19,broncos,qb,21,6900,420000
Tony,20,broncos,qb,21,6900,420000
Tony,21,broncos,qb,21,6900,420000
Tony,22,broncos,qb,21,6900,420000
Tony,23,broncos,qb,21,6900,420000
Tony,24,broncos,qb,21,6900,420000
Tony,25,broncos,qb,21,6900,420000
Tony,26,broncos,qb,21,6900,420000
Tony,27,broncos,qb,21,6900,420000
Tony,28,broncos,qb,21,6900,420000
Tony,29,broncos,qb,21,6900,420000
Tony,30,broncos,qb,21,6900,420000
Tony,31,broncos,qb,21,6900,420000
Tony,32,broncos,qb,21,6900,420000
Tony,33,broncos,qb,21,6900,420000
Tony,34,broncos,qb,21,6900,420000
Tony,35,broncos,qb,21,6900,420000
Tony,36,broncos,qb,21,6900,420000
Tony,37,broncos,qb,21,6900,420000
Tony,38,broncos,qb,21,6900,420000
Tony,39,broncos,qb,21,6900,420000
Tony,40,broncos,qb,21,6900,420000
Tony,41,broncos,qb,21,6900,420000
Tony,42,broncos,qb,21,6900,420000
Tony,43,broncos,qb,21,6900,420000
Tony,44,broncos,qb,21,6900,420000
Tony,45,broncos,qb,21,6900,420000
Tony,46,broncos,qb,21,6900,420000
Tony,47,broncos,qb,21,6900,420000
Tony,48,broncos,qb,21,6900,420000
Tony,49,broncos,qb,21,6900,420000
Tony,50,broncos,qb,21,6900,420000
Tony,51,broncos,qb,21,6900,420000
Tony,52,broncos,qb,21,6900,420000
Tony,53,broncos,qb,21,6900,420000
Tony,54,broncos,qb,21,6900,420000
Tony,55,broncos,qb,21,6900,420000
Tony,56,broncos,qb,21,6900,420000
Tony,57,broncos,qb,21,6900,420000
Tony,58,broncos,qb,21,6900,420000
Tony,59,broncos,qb,21,6900,420000
Tony,60,broncos,qb,21,6900,420000
Tony,61,broncos,qb,21,6900,420000
Tony,62,broncos,qb,21,6900,420000
Tony,63,broncos,qb,21,6900,420000
Tony,64,broncos,qb,21,6900,420000
Tony,65,broncos,qb,21,6900,420000
Tony,66,broncos,qb,21,6900,420000
Tony,67,broncos,qb,21,6900,420000
Tony,68,broncos,qb,21,6900,420000
Tony,69,broncos,qb,21,6900,420000
Tony,70,broncos,qb,21,6900,420000
Tony,71,broncos,qb,21,6900,420000
Tony,72,broncos,qb,21,6900,420000
Tony,73,broncos,qb,21,6900,420000
Tony,74,broncos,qb,21,6900,420000
Tony,75,broncos,qb,21,6900,420000
Tony,76,broncos,qb,21,6900,420000
Tony,77,broncos,qb,21,6900,420000
Tony,78,broncos,qb,21,6900,420000
Tony,79,broncos,qb,21,6900,420000
Tony,80,broncos,qb,21,6900,420000
Tony,81,broncos,qb,21,6900,420000
Tony,82,broncos,qb,21,6900,420000
Tony,83,broncos,qb,21,6900,420000
Tony,84,broncos,qb,21,6900,420000
Tony,85,broncos,qb,21,6900,420000
Tony,86,broncos,qb,21,6900,420000
Tony,87,broncos,qb,21,6900,420000
Tony,88,broncos,qb,21,6900,420000
Tony,89,broncos,qb,21,6900,420000
Tony,90,broncos,qb,21,6900,420000
Tony,91,broncos,qb,21,6900,420000
Tony,92,broncos,qb,21,6900,420000
Tony,93,broncos,qb,21,6900,420000
Tony,94,broncos,qb,21,6900,420000
Tony,95,broncos,qb,21,6900,420000
Tony,96,broncos,qb,21,6900,420000
Tony,97,broncos,qb,21,6900,420000
Tony,98,broncos,qb,21,6900,420000
Tony,99,broncos,qb,21,6900,420000
Tony,100,broncos,qb,21,6900,420000
Tony,101,broncos,qb,21,6900,420000
Tony,102,broncos,qb,21,6900,420000
Tony,103,broncos,qb,21,6900,420000
Tony,104,broncos,qb,21,6900,420000
